Name                           E045-04f
Number_of_Customers            44
Number_of_Items                94
Number_of_ItemTypes            94
Number_of_Vehicles             6
TimeWindows                    0

VEHICLE
Mass_Capacity                  2010
CargoSpace_Length              60
CargoSpace_Width               25
CargoSpace_Height              30
Wheelbase                      -1
Max_Mass_FrontAxle             -1
Max_Mass_RearAxle              -1
Distance_FrontAxle_CargoSpace  -1

CUSTOMERS
i               x               y               Demand          ReadyTime       DueDate         ServiceTime     DemandedMass    DemandedVolume
0               0               0               0               0               1000000         0               0               0
1               3               5               2               0               1000000         0               33              5736
2               2.5             9               1               0               1000000         0               15              3696
3               48              16              1               0               1000000         0               10              1470
4               48              17              2               0               1000000         0               40              4679
5               69              16              3               0               1000000         0               15              9251
6               70              16              1               0               1000000         0               5               1638
7               64              13              3               0               1000000         0               77              4497
8               3               -22             3               0               1000000         0               435             8020
9               2.5             1               2               0               1000000         0               165             2192
10              -13             11.5            2               0               1000000         0               120             7248
11              -20             45              3               0               1000000         0               65              8960
12              -9              52              3               0               1000000         0               23              10206
13              -8.5            53              1               0               1000000         0               18              6496
14              -8              52              3               0               1000000         0               550             14048
15              2               2               3               0               1000000         0               78              8355
16              -2              9               1               0               1000000         0               627             3060
17              -10             20              3               0               1000000         0               9               7378
18              -20             19              2               0               1000000         0               96              10840
19              -15             -21             3               0               1000000         0               116             6873
20              -5              -9              2               0               1000000         0               116             8604
21              -4.5            -9              2               0               1000000         0               83              6324
22              -52             -36             1               0               1000000         0               41              5684
23              -53             -36             2               0               1000000         0               645             7158
24              0               0.01            1               0               1000000         0               694             4488
25              -30             -18             1               0               1000000         0               573             2160
26              -51             -35             2               0               1000000         0               1               3698
27              81              9               3               0               1000000         0               181             6494
28              84              -99             2               0               1000000         0               106             5988
29              82              -6              3               0               1000000         0               52              10104
30              40              -12             1               0               1000000         0               117             3564
31              50              -7              2               0               1000000         0               52              6753
32              51              -8              1               0               1000000         0               1300            1080
33              63              -17             3               0               1000000         0               57              9308
34              45              -1              3               0               1000000         0               28              4789
35              54              8.5             3               0               1000000         0               84              7552
36              29              4               2               0               1000000         0               1               4326
37              21              3               1               0               1000000         0               54              2352
38              22              2               3               0               1000000         0               19              5027
39              39              -3              3               0               1000000         0               88              4708
40              39.5            -3              2               0               1000000         0               41              4256
41              40              -11             3               0               1000000         0               238             12051
42              28              -2              3               0               1000000         0               66              7275
43              24              -18             2               0               1000000         0               44              7184
44              24              -19             1               0               1000000         0               42              1064

ITEMS
Type            Length          Width           Height          Mass            Fragility       LoadingBearingStrength
Bt1             33              14              8               16.5            0               0
Bt2             20              6               17              16.5            0               0
Bt3             28              11              12              15              1               0
Bt4             21              7               10              10              1               0
Bt5             22              14              13              20              0               0
Bt6             15              5               9               20              0               0
Bt7             28              13              14              5               0               0
Bt8             13              13              15              5               0               0
Bt9             18              6               15              5               1               0
Bt10            18              13              7               5               0               0
Bt11            14              9               18              25.6667         0               0
Bt12            15              13              7               25.6667         0               0
Bt13            16              6               9               25.6667         0               0
Bt14            26              11              18              145             0               0
Bt15            18              12              7               145             0               0
Bt16            34              5               8               145             1               0
Bt17            14              8               14              82.5            0               0
Bt18            13              8               6               82.5            0               0
Bt19            16              9               17              60              0               0
Bt20            25              12              16              60              1               0
Bt21            33              9               16              21.6667         0               0
Bt22            16              7               17              21.6667         0               0
Bt23            32              9               8               21.6667         1               0
Bt24            18              12              11              7.66667         0               0
Bt25            24              14              15              7.66667         1               0
Bt26            31              10              9               7.66667         1               0
Bt27            29              14              16              18              0               0
Bt28            32              13              17              183.333         0               0
Bt29            23              12              16              183.333         0               0
Bt30            16              10              16              183.333         0               0
Bt31            29              9               16              26              0               0
Bt32            36              7               12              26              0               0
Bt33            15              11              7               26              0               0
Bt34            17              12              15              627             0               0
Bt35            23              10              13              3               0               0
Bt36            25              11              10              3               0               0
Bt37            18              7               13              3               0               0
Bt38            35              14              16              48              0               0
Bt39            25              15              8               48              0               0
Bt40            33              6               14              38.6667         0               0
Bt41            31              6               13              38.6667         0               0
Bt42            17              11              9               38.6667         0               0
Bt43            21              12              17              58              0               0
Bt44            27              10              16              58              1               0
Bt45            34              12              8               41.5            0               0
Bt46            36              5               17              41.5            1               0
Bt47            29              14              14              41              0               0
Bt48            27              13              14              322.5           1               0
Bt49            17              11              12              322.5           1               0
Bt50            34              12              11              694             0               0
Bt51            20              12              9               573             0               0
Bt52            13              11              10              0.5             0               0
Bt53            27              14              6               0.5             1               0
Bt54            22              10              9               60.3333         0               0
Bt55            16              8               13              60.3333         0               0
Bt56            19              15              10              60.3333         1               0
Bt57            17              11              12              53              0               0
Bt58            26              12              12              53              1               0
Bt59            25              12              13              17.3333         0               0
Bt60            35              12              11              17.3333         1               0
Bt61            18              8               11              17.3333         1               0
Bt62            27              12              11              117             1               0
Bt63            32              15              10              26              1               0
Bt64            31              7               9               26              1               0
Bt65            18              6               10              1300            0               0
Bt66            18              8               7               19              0               0
Bt67            34              10              17              19              1               0
Bt68            15              14              12              19              1               0
Bt69            30              7               9               9.33333         0               0
Bt70            13              7               9               9.33333         0               0
